response,context,context/0,context/1,context/2,context/3,context/4,context/5
"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!",Taco time!  I hope it pleases you as the head desires.,That’s not our business as long as Summer is thriving!,She’s not getting pregnant or doing drugs or missing curfew…,"She’s aced every test in potato class, and look how important potatoes have become.",I don’t know what to say. Summer is doing really well here.
Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!",Taco time!  I hope it pleases you as the head desires.,That’s not our business as long as Summer is thriving!,She’s not getting pregnant or doing drugs or missing curfew…,"She’s aced every test in potato class, and look how important potatoes have become."
Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!",Taco time!  I hope it pleases you as the head desires.,That’s not our business as long as Summer is thriving!,She’s not getting pregnant or doing drugs or missing curfew…
"You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!",Taco time!  I hope it pleases you as the head desires.,That’s not our business as long as Summer is thriving!
"Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!",Taco time!  I hope it pleases you as the head desires.
"Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night.","That’s wonderful, Summer!"
"Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!","We’re so proud of you. But honestly, you don’t have to make dinner every night."
"Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!"
"Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?,Morty.
"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing.",Birdperson?
What? Why not?,"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed.","You appear to be dying. I will make efforts to prevent this, but can promise nothing."
"Yo, this is why.",What? Why not?,"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs.","Wh-What do you think, Ice? Probably a little over-developed."
What the fuck? You can turn into ice?,"Yo, this is why.",What? Why not?,"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?","Shit. Over-developed, under-developed. Bad songs are bad songs."
"My story begins at the dawn of time in the far away realm of Alphabetrium. There, every being is a letter of the alphabet. But I was frozen and exiled to the cosmos by my elders as punishment for not caring enough about anything. Earth is just one of the many stops on my lifelong journey with no destination. So you better believe I don’t care if it blows up! Cause I’ll just be ice, floatin’ through space, like a comet!",What the fuck? You can turn into ice?,"Yo, this is why.",What? Why not?,"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?","Well, do you think maybe, could you give me some help with it, or… ?"
"Take it from me, Ice.  You can’t just  float around space not caring about stuff forever.","My story begins at the dawn of time in the far away realm of Alphabetrium. There, every being is a letter of the alphabet. But I was frozen and exiled to the cosmos by my elders as punishment for not caring enough about anything. Earth is just one of the many stops on my lifelong journey with no destination. So you better believe I don’t care if it blows up! Cause I’ll just be ice, floatin’ through space, like a comet!",What the fuck? You can turn into ice?,"Yo, this is why.",What? Why not?,"Pfff. I ain’t worried about no Earth blowin’ up, man.","Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?"
